Player,Salary,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, , , , , , , , ,OWS,DWS,WS,WS/48, , , , , , , , ,OBPM,DBPM,BPM,VORP
Toumani Camara,1119563,PF,23,POR,49,30,23.6,2.5,6.0,.421,0.7,2.5,.285,1.8,3.4,.521,.481,1.0,1.4,.718,1.8,2.9,4.7,1.0,1.0,0.5,1.1,2.5,6.8,9.6,.514,.421,.243,8.2,14.6,11.2,5.7,2.2,1.8,14.5,13.9,,,,,,,,,-0.2,1.1,0.9,.038,,,,,,,,,-4.1,0.3,-3.8,-0.5
Rayan Rupert,1119563,SG,19,POR,16,0,7.4,0.9,2.7,.349,0.4,1.1,.412,0.5,1.6,.308,.430,0.3,0.5,.625,0.4,0.9,1.3,0.7,0.2,0.0,0.4,0.4,2.6,8.3,.451,.395,.186,6.2,14.1,9.9,13.4,1.2,0.0,11.4,18.8,,,,,,,,,-0.1,0.1,0.0,-0.013,,,,,,,,,-3.6,-2.4,-6.0,-0.1
Gui Santos,1029483,PF,21,GSW,9,0,8.7,1.0,2.2,.450,0.1,0.9,.125,0.9,1.3,.667,.475,1.2,1.2,1.000,1.0,1.3,2.3,0.6,0.1,0.2,0.3,1.2,3.3,14.4,.604,.400,.550,12.6,16.7,14.6,8.3,0.6,2.3,10.8,15.0,,,,,,,,,0.2,0.1,0.2,.149,,,,,,,,,-1.4,-0.6,-1.9,0.0
Dylan Windler,981168,SF,27,TOT,6,0,2.7,0.7,1.2,.571,0.7,1.0,.667,0.0,0.2,.000,.857,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.3,2.0,27.2,.857,.857,.000,0.0,20.2,10.4,31.1,0.0,0.0,0.0,18.8,,,,,,,,,0.1,0.0,0.1,.349,,,,,,,,,10.9,3.3,14.2,0.1
DaQuan Jeffries,831385,SG,26,NYK,10,0,3.0,0.5,1.2,.417,0.1,0.5,.200,0.4,0.7,.571,.458,0.0,0.2,.000,0.0,0.5,0.5,0.2,0.0,0.0,0.1,0.2,1.1,5.0,.427,.417,.167,0.0,18.3,9.2,9.5,0.0,0.0,7.2,19.7,,,,,,,,,-0.1,0.0,0.0,-0.041,,,,,,,,,-5.1,-1.5,-6.6,0.0
Neemias Queta,809782,C,24,BOS,22,0,12.2,2.0,3.4,.608,0.0,0.0,,2.0,3.4,.608,.608,0.7,0.9,.750,1.9,2.5,4.5,0.5,0.4,0.6,0.4,1.9,4.8,19.3,.634,.000,.270,17.3,21.0,19.2,5.7,1.6,4.6,8.8,14.5,,,,,,,,,0.7,0.5,1.3,.227,,,,,,,,,-1.0,0.6,-0.4,0.1
Leaky Black,559782,SF,24,CHO,20,1,8.3,0.8,1.8,.429,0.4,0.7,.500,0.4,1.1,.381,.529,0.3,0.5,.600,0.4,1.1,1.5,0.7,0.3,0.3,0.1,0.6,2.2,11.3,.546,.400,.286,4.5,15.9,9.9,10.4,1.5,2.7,4.8,10.9,,,,,,,,,0.2,0.1,0.3,.074,,,,,,,,,-2.3,-0.3,-2.5,0.0
Jordan Miller,559782,SF,24,LAC,4,0,4.0,0.8,1.3,.600,0.3,0.3,1.000,0.5,1.0,.500,.700,0.0,0.0,,0.5,0.3,0.8,0.0,0.0,0.0,0.3,0.5,1.8,12.1,.700,.200,.000,14.7,6.8,10.6,0.0,0.0,0.0,16.7,16.3,,,,,,,,,0.0,0.0,0.0,.084,,,,,,,,,-1.0,-4.4,-5.4,0.0
Trent Forrest,559782,SG,25,ATL,19,0,10.6,0.8,2.5,.319,0.1,0.4,.286,0.7,2.1,.325,.340,0.4,0.5,.800,0.3,1.1,1.4,2.0,0.4,0.1,0.5,0.9,2.1,6.9,.389,.149,.213,2.6,11.7,7.0,22.6,1.6,0.4,16.3,12.4,,,,,,,,,-0.1,0.1,0.0,-0.008,,,,,,,,,-5.1,-0.2,-5.2,-0.2
Seth Lundy,559782,SF,23,ATL,9,0,5.8,0.4,1.9,.235,0.3,1.4,.231,0.1,0.4,.250,.324,0.3,0.4,.750,0.1,0.7,0.8,0.0,0.0,0.0,0.1,0.7,1.6,0.1,.373,.765,.235,2.0,13.0,7.3,0.0,0.0,0.0,5.1,15.5,,,,,,,,,-0.1,0.0,-0.1,-0.093,,,,,,,,,-7.8,-5.1,-12.9,-0.1
JD Davison,559782,SG,21,BOS,2,0,3.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,1.0,1.0,1.000,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.2,.532,1.000,2.000,18.4,16.8,17.6,0.0,0.0,0.0,0.0,13.5,,,,,,,,,0.0,0.0,0.0,.203,,,,,,,,,-0.7,-1.5,-2.2,0.0
Jalen Wilson,559782,PF,23,BRK,12,0,10.2,1.6,3.3,.487,0.3,0.9,.364,1.3,2.3,.536,.538,1.4,1.4,1.000,1.3,1.0,2.3,0.9,0.3,0.1,0.3,0.8,4.9,20.1,.635,.282,.436,13.7,10.9,12.3,12.6,1.6,0.7,6.1,17.3,,,,,,,,,0.4,0.1,0.5,.211,,,,,,,,,2.8,-0.6,2.2,0.1
Amari Bailey,559782,PG,19,CHO,2,0,5.5,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.5,1.0,.500,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,2.5,3.6,.363,.333,.333,19.3,0.0,10.2,0.0,0.0,0.0,12.7,31.1,,,,,,,,,-0.1,0.0,-0.1,-0.251,,,,,,,,,-5.6,-8.4,-14.0,0.0
Onuralp Bitim,559782,SG,24,CHI,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,.003,,,,,,,,,-7.4,-3.4,-10.8,0.0
Adama Sanogo,559782,PF,21,CHI,3,0,3.7,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.7,1.0,.667,0.7,1.3,2.0,0.0,0.0,0.0,0.3,0.0,2.7,32.5,.926,.000,1.000,19.8,41.8,30.5,0.0,0.0,0.0,18.8,21.2,,,,,,,,,0.1,0.0,0.1,.282,,,,,,,,,9.0,1.7,10.7,0.0
Emoni Bates,559782,SF,20,CLE,10,0,7.6,0.6,2.5,.240,0.5,2.0,.250,0.1,0.5,.200,.340,0.1,0.2,.500,0.1,0.9,1.0,0.6,0.1,0.2,0.1,0.5,1.8,3.7,.348,.800,.080,1.5,12.9,7.3,9.8,0.6,2.4,3.7,15.3,,,,,,,,,-0.1,0.1,0.0,-0.016,,,,,,,,,-5.4,-0.7,-6.1,-0.1
Isaiah Mobley,559782,PF,24,CLE,3,0,4.7,0.7,1.3,.500,0.3,0.7,.500,0.3,0.7,.500,.625,0.0,0.0,,0.0,0.7,0.7,1.3,0.3,0.0,0.3,0.7,1.7,15.9,.625,.500,.000,0.0,15.5,7.9,38.5,3.5,0.0,20.0,15.4,,,,,,,,,0.0,0.0,0.1,.189,,,,,,,,,0.7,4.5,5.2,0.0
Collin Gillespie,559782,PG,24,DEN,15,0,6.5,0.8,1.7,.480,0.3,0.9,.308,0.5,0.8,.667,.560,0.3,0.3,.800,0.1,0.3,0.3,0.6,0.3,0.0,0.3,0.8,2.1,8.9,.588,.520,.200,1.2,4.5,2.9,11.8,2.6,0.0,15.5,14.5,,,,,,,,,0.0,0.1,0.1,.063,,,,,,,,,-5.2,0.6,-4.6,-0.1
Jay Huff,559782,C,25,DEN,7,0,2.6,0.4,0.9,.500,0.1,0.6,.250,0.3,0.3,1.000,.583,0.0,0.0,,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.7,1.0,6.3,.583,.667,.000,0.0,6.1,3.1,7.5,2.8,0.0,14.3,16.9,,,,,,,,,0.0,0.0,0.0,.033,,,,,,,,,-6.3,0.5,-5.8,0.0
Braxton Key,559782,SF,26,DEN,14,0,3.2,0.4,1.0,.357,0.1,0.3,.250,0.3,0.7,.400,.393,0.3,0.4,.800,0.1,0.6,0.7,0.6,0.1,0.0,0.1,0.3,1.1,13.4,.463,.286,.357,5.1,19.5,12.4,22.2,2.2,0.0,5.8,16.6,,,,,,,,,0.0,0.1,0.1,.116,,,,,,,,,-1.6,0.7,-0.9,0.0
Malcolm Cazalon,559782,SG,22,DET,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,-0.021,,,,,,,,,-6.0,-3.1,-9.2,0.0
Jared Rhoden,559782,SG,24,DET,5,0,6.0,1.0,1.8,.556,0.2,0.8,.250,0.8,1.0,.800,.611,0.4,0.4,1.000,0.2,0.6,0.8,0.6,0.0,0.0,0.4,0.8,2.6,10.9,.658,.444,.222,3.7,11.5,7.5,14.2,0.0,0.0,16.8,16.7,,,,,,,,,0.0,0.0,0.0,.051,,,,,,,,,-2.7,-1.0,-3.6,0.0
Stanley Umude,559782,SG,24,DET,15,0,10.3,1.3,2.9,.455,0.9,1.8,.519,0.4,1.1,.353,.614,1.4,1.5,.913,0.2,1.7,1.9,0.5,0.3,0.3,0.7,1.6,5.0,13.4,.693,.614,.523,2.1,18.5,10.2,6.9,1.2,2.6,15.6,17.5,,,,,,,,,0.2,0.1,0.3,.100,,,,,,,,,-0.4,0.2,-0.2,0.1
Lester Quinones,559782,SG,23,GSW,13,0,10.3,1.5,3.8,.408,0.9,2.2,.414,0.6,1.5,.400,.531,0.4,0.6,.625,0.9,1.4,2.3,0.6,0.2,0.1,0.7,1.2,4.4,10.3,.543,.592,.163,9.8,14.6,12.2,8.1,1.1,0.7,14.6,19.3,,,,,,,,,0.0,0.1,0.1,.036,,,,,,,,,-2.2,-1.8,-4.1,-0.1
Jerome Robinson,559782,SG,26,GSW,8,0,3.5,0.0,1.1,.000,0.0,0.6,.000,0.0,0.5,.000,.000,0.5,0.8,.667,0.1,0.3,0.4,0.3,0.0,0.1,0.0,0.1,0.5,-2.7,.172,.556,.667,3.9,7.7,5.8,8.1,0.0,3.2,0.0,17.5,,,,,,,,,-0.1,0.0,-0.1,-0.185,,,,,,,,,-11.6,-5.4,-17.0,-0.1
Nate Hinton,559782,SG,24,HOU,10,0,4.3,0.7,1.5,.467,0.5,0.8,.625,0.2,0.7,.286,.633,0.2,0.2,1.000,0.2,0.7,0.9,0.4,0.1,0.1,0.2,0.8,2.1,15.0,.661,.533,.133,5.0,17.6,11.3,13.4,1.1,2.2,11.2,17.8,,,,,,,,,0.1,0.1,0.1,.166,,,,,,,,,0.5,1.1,1.5,0.0
Jermaine Samuels,559782,SF,25,HOU,11,0,4.8,0.7,1.0,.727,0.0,0.2,.000,0.7,0.8,.889,.727,0.2,0.2,1.000,0.2,0.8,1.0,0.2,0.1,0.1,0.0,0.4,1.6,15.2,.758,.182,.182,4.1,18.4,11.2,5.3,0.9,1.8,0.0,9.6,,,,,,,,,0.1,0.1,0.2,.193,,,,,,,,,-0.3,1.2,0.9,0.0
Kendall Brown,559782,SG,20,IND,5,0,4.0,0.6,1.2,.500,0.0,0.2,.000,0.6,1.0,.600,.500,0.8,1.2,.667,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.8,2.0,14.0,.579,.167,1.000,11.4,0.0,5.7,12.1,0.0,0.0,0.0,17.9,,,,,,,,,0.1,0.0,0.1,.153,,,,,,,,,-0.1,-2.3,-2.4,0.0
Oscar Tshiebwe,559782,PF,24,IND,6,0,5.7,1.3,2.7,.500,0.0,0.0,,1.3,2.7,.500,.500,0.8,1.0,.833,1.0,1.0,2.0,0.3,0.3,0.0,0.0,0.2,3.5,24.8,.563,.000,.375,20.2,20.2,20.2,7.9,2.8,0.0,0.0,22.8,,,,,,,,,0.1,0.0,0.2,.219,,,,,,,,,5.2,-2.2,3.0,0.0
Moussa Diabate,559782,C,22,LAC,10,0,5.8,0.9,1.8,.500,0.0,0.0,,0.9,1.8,.500,.500,0.9,1.2,.750,1.4,0.6,2.0,0.4,0.4,0.0,0.2,0.4,2.7,23.6,.580,.000,.667,28.4,11.3,19.5,9.2,3.4,0.0,7.9,19.0,,,,,,,,,0.2,0.1,0.3,.251,,,,,,,,,4.1,-1.0,3.1,0.1
Colin Castleton,559782,C,23,LAL,5,0,6.4,1.2,1.8,.667,0.0,0.0,,1.2,1.8,.667,.667,0.8,0.8,1.000,0.8,1.0,1.8,0.6,0.0,0.0,0.2,1.2,3.2,19.1,.743,.000,.444,14.4,16.7,15.6,13.4,0.0,0.0,8.5,15.8,,,,,,,,,0.1,0.0,0.2,.239,,,,,,,,,0.2,-1.8,-1.7,0.0
Jacob Gilyard,559782,PG,25,MEM,34,13,17.6,1.6,3.8,.430,1.4,3.1,.439,0.2,0.6,.381,.613,0.1,0.1,1.000,0.2,0.9,1.1,3.5,0.7,0.1,0.8,1.0,4.7,11.7,.617,.836,.016,1.4,5.9,3.6,27.8,2.0,0.8,16.8,11.1,,,,,,,,,0.8,0.6,1.4,.111,,,,,,,,,-1.3,0.4,-1.0,0.2
Jamal Cain,559782,PF,24,MIA,14,1,14.9,2.1,4.7,.439,0.6,1.8,.320,1.5,2.9,.512,.500,1.0,1.4,.737,0.9,1.2,2.1,0.2,0.6,0.3,0.3,1.1,5.7,11.5,.538,.379,.288,6.4,9.4,7.9,2.1,2.1,1.9,5.1,16.6,,,,,,,,,0.1,0.3,0.4,.081,,,,,,,,,-2.6,0.0,-2.5,0.0
Cole Swider,559782,SF,24,MIA,9,0,4.9,1.0,2.3,.429,0.6,1.7,.333,0.4,0.7,.667,.548,0.0,0.0,,0.1,0.1,0.2,0.3,0.1,0.1,0.3,0.2,2.6,10.4,.548,.714,.000,2.5,2.6,2.6,11.1,1.1,2.2,12.5,24.1,,,,,,,,,0.0,0.0,0.0,-0.012,,,,,,,,,0.2,-1.7,-1.4,0.0
Luka Garza,559782,C,25,MIN,11,0,3.0,0.9,2.1,.435,0.2,0.6,.286,0.7,1.5,.500,.478,0.5,0.9,.600,0.5,0.4,0.8,0.2,0.0,0.0,0.2,0.8,2.5,16.2,.511,.304,.435,18.6,13.0,15.6,11.1,0.0,0.0,6.8,39.2,,,,,,,,,0.0,0.0,0.0,.062,,,,,,,,,-4.2,-4.4,-8.6,-0.1
Daishen Nix,559782,PG,21,MIN,6,0,3.5,0.5,1.3,.375,0.3,0.8,.400,0.2,0.5,.333,.500,0.0,0.3,.000,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,1.3,6.6,.450,.625,.250,0.0,5.1,2.7,0.0,2.3,0.0,0.0,18.6,,,,,,,,,0.0,0.0,0.0,-0.005,,,,,,,,,-4.9,0.3,-4.6,0.0
Matt Ryan,559782,SF,26,NOP,13,1,22.9,2.9,6.4,.458,2.5,5.2,.471,0.5,1.2,.400,.651,1.0,1.1,.929,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3,9.9,.679,.819,.169,1.9,9.2,5.6,6.1,0.8,0.3,15.2,15.1,,,,,,,,,0.3,0.2,0.5,.079,,,,,,,,,-0.7,-1.1,-1.8,0.0
Dereon Seabron,559782,SG,23,NOP,5,0,10.4,0.8,2.6,.308,0.2,0.4,.500,0.6,2.2,.273,.346,1.0,1.2,.833,0.2,1.2,1.4,0.8,0.4,0.2,0.0,0.8,2.8,9.1,.448,.154,.462,2.1,12.7,7.4,9.4,1.9,1.9,0.0,12.9,,,,,,,,,0.0,0.1,0.1,.081,,,,,,,,,-3.0,1.2,-1.8,0.0
Jacob Toppin,559782,SF,23,NYK,3,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,16.9,,,,0.0,0.0,0.0,28.7,0.0,23.1,,0.0,,,,,,,,,0.0,0.0,0.0,.206,,,,,,,,,5.8,6.9,12.7,0.0
Keyontae Johnson,559782,SF,23,OKC,7,0,8.1,0.6,1.7,.333,0.1,0.3,.500,0.4,1.4,.300,.375,0.0,0.0,,0.4,0.4,0.9,0.6,0.0,0.0,0.6,0.6,1.3,0.7,.375,.167,.000,6.2,5.6,5.9,8.2,0.0,0.0,25.0,12.2,,,,,,,,,-0.1,0.0,-0.1,-0.074,,,,,,,,,-7.7,-3.1,-10.7,-0.1
Olivier Sarr,559782,C,24,OKC,11,0,7.4,0.6,1.3,.500,0.2,0.5,.333,0.5,0.7,.625,.571,0.6,0.9,.700,0.7,2.1,2.8,0.2,0.0,0.5,0.3,1.5,2.1,12.3,.625,.429,.714,11.6,30.4,21.4,3.0,0.0,6.9,14.0,11.5,,,,,,,,,0.1,0.1,0.3,.158,,,,,,,,,-4.3,0.2,-4.1,0.0
Lindy Waters III,559782,SG,26,OKC,21,0,7.3,1.0,2.2,.435,0.9,2.0,.419,0.1,0.1,.667,.630,0.0,0.0,,0.0,0.9,1.0,0.5,0.0,0.1,0.2,0.7,2.8,9.9,.630,.935,.000,0.8,13.3,7.3,9.1,0.0,1.8,8.0,14.2,,,,,,,,,0.2,0.1,0.3,.092,,,,,,,,,-1.0,-1.3,-2.3,0.0
Kevon Harris,559782,SG,26,ORL,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-17.4,,,,0.0,39.0,19.1,0.0,0.0,0.0,100.0,14.3,,,,,,,,,0.0,0.0,0.0,-0.391,,,,,,,,,-23.9,-3.3,-27.2,0.0
Trevelin Queen,559782,SG,26,ORL,12,0,12.9,1.2,3.0,.389,0.3,1.3,.188,0.9,1.7,.550,.431,0.8,1.0,.750,0.3,1.3,1.5,1.5,0.6,0.4,0.6,1.2,3.3,9.1,.484,.444,.333,2.2,11.3,6.7,15.6,2.2,3.0,14.5,13.4,,,,,,,,,0.0,0.2,0.2,.064,,,,,,,,,-4.2,1.7,-2.5,0.0
Admiral Schofield,559782,PF,26,ORL,12,0,3.8,0.4,1.3,.333,0.2,0.8,.222,0.3,0.5,.500,.400,0.0,0.2,.000,0.1,0.5,0.6,0.3,0.0,0.0,0.3,0.6,1.0,-0.9,.378,.600,.133,2.4,15.3,8.7,11.9,0.0,0.0,20.1,18.6,,,,,,,,,-0.2,0.0,-0.1,-0.123,,,,,,,,,-9.4,-2.2,-11.6,-0.1
Terquavion Smith,559782,PG,21,PHI,7,0,5.6,1.4,3.1,.455,1.3,2.6,.500,0.1,0.6,.250,.659,0.3,0.4,.667,0.0,0.1,0.1,1.1,0.7,0.0,0.3,0.4,4.4,27.5,.665,.818,.136,0.0,2.8,1.4,33.0,6.2,0.0,7.9,27.7,,,,,,,,,0.2,0.1,0.2,.278,,,,,,,,,10.3,3.4,13.7,0.2
Udoka Azubuike,559782,C,24,PHO,12,0,8.5,1.3,1.8,.727,0.0,0.0,,1.3,1.8,.727,.727,0.3,0.9,.273,0.9,1.7,2.6,0.3,0.0,0.5,0.3,1.4,2.9,13.7,.652,.000,.500,13.2,21.3,17.5,4.1,0.0,5.2,13.0,13.1,,,,,,,,,0.1,0.1,0.3,.119,,,,,,,,,-2.5,-0.2,-2.7,0.0
Saben Lee,559782,PG,24,PHO,11,0,6.8,0.8,1.9,.429,0.0,0.5,.000,0.8,1.5,.563,.429,1.2,1.5,.765,0.5,0.6,1.1,1.1,0.3,0.3,0.5,0.5,2.8,15.7,.544,.238,.810,8.2,10.2,9.2,21.0,2.0,3.5,14.9,19.4,,,,,,,,,0.1,0.1,0.2,.115,,,,,,,,,-0.6,0.5,-0.1,0.0
Theo Maledon,559782,PG,22,CHO,13,1,15.4,1.5,5.1,.288,0.4,2.3,.167,1.1,2.8,.389,.326,0.8,0.9,.917,0.3,1.5,1.8,2.2,0.5,0.0,1.2,1.4,4.2,3.9,.379,.455,.182,2.1,11.3,6.4,18.6,1.7,0.0,17.4,18.7,,,,,,,,,-0.5,0.0,-0.5,-0.114,,,,,,,,,-7.8,-2.0,-9.8,-0.4
Justin Minaya,559782,SF,24,POR,14,0,9.0,0.4,1.5,.286,0.2,0.9,.231,0.2,0.6,.375,.357,0.2,0.4,.500,0.5,0.6,1.1,0.4,0.3,0.4,0.2,0.6,1.3,5.6,.381,.619,.286,5.9,7.6,6.7,6.2,1.6,3.6,11.3,9.0,,,,,,,,,-0.1,0.1,0.0,.004,,,,,,,,,-4.8,-0.1,-4.9,-0.1
Duop Reath,559782,C,27,POR,38,11,17.6,3.3,6.9,.485,1.4,3.6,.393,1.9,3.3,.583,.586,1.0,1.3,.760,1.4,2.5,3.8,1.2,0.5,0.5,0.8,2.5,9.1,16.4,.607,.515,.191,8.3,16.9,12.3,10.8,1.4,2.4,9.3,20.0,,,,,,,,,1.1,0.6,1.7,.123,,,,,,,,,0.7,-0.1,0.5,0.4
Keon Ellis,559782,SG,24,SAC,29,3,11.9,1.2,2.9,.429,0.9,2.4,.377,0.3,0.5,.667,.583,0.4,0.6,.647,0.3,1.0,1.3,1.2,0.5,0.4,0.6,1.3,3.8,10.5,.596,.821,.202,2.9,9.3,6.0,12.7,1.9,3.2,14.9,13.2,,,,,,,,,0.2,0.4,0.6,.083,,,,,,,,,-1.5,1.0,-0.4,0.1
Jordan Ford,559782,PG,25,SAC,6,0,3.7,0.7,1.2,.571,0.3,0.5,.667,0.3,0.7,.500,.714,0.3,0.3,1.000,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.0,2.0,16.5,.761,.429,.286,0.0,10.5,5.1,12.7,0.0,0.0,11.3,17.2,,,,,,,,,0.1,0.0,0.1,.149,,,,,,,,,3.2,-1.3,1.9,0.0
Filip Petrusev,559782,C,23,TOT,3,0,3.3,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0,5.0,.521,.000,1.000,0.0,11.1,5.5,0.0,0.0,0.0,0.0,12.2,,,,,,,,,0.0,0.0,0.0,.024,,,,,,,,,-4.9,-3.3,-8.1,0.0
Jalen Slawson,559782,SF,24,SAC,5,0,3.8,0.4,0.6,.667,0.0,0.2,.000,0.4,0.4,1.000,.667,0.0,0.0,,0.0,0.8,0.8,0.4,0.0,0.2,0.4,0.6,0.8,5.4,.667,.333,.000,0.0,24.2,11.8,13.2,0.0,4.8,40.0,11.2,,,,,,,,,0.0,0.0,0.0,-0.009,,,,,,,,,-7.3,1.3,-6.0,0.0
Dominick Barlow,559782,PF,20,SAS,22,1,13.4,1.8,3.6,.494,0.1,0.3,.429,1.6,3.3,.500,.513,0.8,1.3,.607,1.2,2.2,3.4,1.2,0.4,0.5,0.2,1.5,4.5,14.1,.537,.089,.354,9.4,18.1,13.7,11.9,1.4,3.5,5.2,13.7,,,,,,,,,0.4,0.3,0.7,.108,,,,,,,,,-1.9,0.3,-1.7,0.0
Javon Freeman-Liberty,559782,PG,24,TOR,2,0,2.0,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,8.0,.333,.000,.000,27.1,0.0,13.8,0.0,0.0,0.0,0.0,32.1,,,,,,,,,0.0,0.0,0.0,-0.156,,,,,,,,,-8.1,-9.5,-17.6,0.0
Markquis Nowell,559782,SG,24,TOR,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,2.0,2.0,1.000,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,55.6,.532,.000,2.000,54.2,0.0,27.6,56.4,12.1,0.0,0.0,20.1,,,,,,,,,0.0,0.0,0.1,.677,,,,,,,,,29.0,14.4,43.4,0.0
Johnny Juzang,559782,SG,22,UTA,1,0,4.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-11.2,.000,1.000,.000,0.0,0.0,0.0,28.3,0.0,0.0,0.0,20.8,,,,,,,,,0.0,0.0,0.0,-0.384,,,,,,,,,-13.8,-8.5,-22.3,0.0
Micah Potter,559782,PF,25,UTA,2,0,3.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,.000,1.000,.000,0.0,61.6,31.3,0.0,0.0,0.0,0.0,5.9,,,,,,,,,0.0,0.0,0.0,-0.060,,,,,,,,,-8.2,-3.4,-11.6,0.0
Jared Butler,559782,SG,23,WAS,17,0,7.5,1.6,2.9,.560,0.6,1.4,.417,1.1,1.5,.692,.660,0.7,0.9,.800,0.0,0.6,0.6,1.8,0.5,0.1,0.6,0.8,4.6,21.1,.689,.480,.300,0.0,9.3,4.6,35.5,2.9,1.3,15.0,21.9,,,,,,,,,0.4,0.1,0.4,.167,,,,,,,,,3.0,0.5,3.6,0.2
Eugene Omoruyi,559782,SF,26,WAS,20,0,6.7,1.9,3.4,.567,0.3,1.0,.300,1.6,2.4,.681,.612,1.0,1.3,.760,0.8,1.1,1.9,0.7,0.6,0.1,0.5,1.2,5.1,26.0,.647,.299,.373,12.7,17.9,15.3,17.1,4.2,0.6,10.3,27.5,,,,,,,,,0.4,0.2,0.5,.195,,,,,,,,,3.9,1.0,4.8,0.2
Danny Green,500000,SG,36,PHI,2,0,9.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.7,.000,.500,.000,0.0,12.3,6.1,6.3,2.7,0.0,0.0,4.7,,,,,,,,,0.0,0.0,0.0,-0.034,,,,,,,,,-7.3,0.7,-6.7,0.0
Xavier Moon,489005,SG,29,LAC,2,0,6.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,1.0,1.0,1.5,0.0,0.0,0.5,0.5,1.0,6.9,.500,.500,.000,0.0,18.2,9.4,30.5,0.0,0.0,33.3,10.9,,,,,,,,,0.0,0.0,0.0,.027,,,,,,,,,-3.4,1.1,-2.3,0.0
Ibou Badji,466485,C,21,POR,13,1,12.6,0.7,1.2,.600,0.0,0.0,,0.7,1.2,.600,.600,0.2,0.5,.500,1.4,2.0,3.4,0.6,0.2,1.3,0.7,2.5,1.6,9.3,.595,.000,.400,11.6,19.0,15.1,6.4,0.6,9.3,33.8,6.9,,,,,,,,,0.0,0.2,0.2,.069,,,,,,,,,-7.1,2.0,-5.1,-0.1
Juan Toscano-Anderson,447931,SF,30,SAC,11,0,4.8,0.3,1.1,.250,0.1,0.4,.250,0.2,0.7,.250,.292,0.0,0.0,,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1.0,0.6,2.5,.292,.333,.000,8.3,21.7,14.9,8.9,0.9,1.7,14.3,11.2,,,,,,,,,-0.1,0.1,0.0,-0.028,,,,,,,,,-8.9,-0.7,-9.6,-0.1
Jules Bernard,415011,SG,24,WAS,6,0,4.7,0.5,2.0,.250,0.2,1.3,.125,0.3,0.7,.500,.292,0.0,0.0,,0.3,0.5,0.8,0.8,0.2,0.2,0.3,0.7,1.2,3.6,.292,.667,.000,7.5,11.6,9.5,22.5,1.7,2.9,14.3,21.1,,,,,,,,,-0.1,0.0,-0.1,-0.153,,,,,,,,,-7.2,-1.2,-8.4,0.0
